Source,Abbreviation,Content,Rating,,,,
Report Trade Violation,RTV,وللاسف مافيه اي صيانه,1,وللاسف مافيه اي صيانه,اسف مافي صيان,ar,و+ل+ال+أسف مافي+ه اي صيان+ه
Report Trade Violation,RTV,يُغلق التطبيق مباشرةً عند فتحه، نرجوا إيجاد حلٍ للمشكلة القائمة منذ فترة. .,1,يغلق التطبيق مباشره عند فتحه نرجوا ايجاد حل للمشكله القائمه منذ فتره,اغلق تطبيق مباشر فتح رجا ايجاد حل مشكله قائم فتر,ar,يغلق ال+تطبيق مباشر+ه عند فتح+ه نرجو+ا إيجاد حل ل+ال+مشكله القائم+ه منذ فتر+ه
Report Trade Violation,RTV,"يا خساره المبالغ الي تم صرفها على التطبيق
العاملين على التطبيق يحاولو يعجزوك في الطلبات و ما يكلف حاله و يروح يتابع الحاله",1,يا خساره المبالغ الي تم صرفها على التطبيق العاملين على التطبيق يحاولو يعجزوك في الطلبات و ما يكلف حاله و يروح يتابع الحاله,يا خسار مبلغ الي صرف تطبيق عامل تطبيق يحاولو يعجزوك طلب كلف حال راح تابع حال,ar,يا خسار+ه ال+مبالغ الي تم صرف+ها على ال+تطبيق ال+عامل+ين على ال+تطبيق يحاولو يعجزوك في ال+طلب+ات و ما يكلف حال+ه و يروح يتابع ال+حاله
Report Trade Violation,RTV,يا رجال أنواع التصريف غير مكتمل .... وغير مطابق ... ولا تستطيع التعدبل بالبلاغ ولا تستطيع رفع شكوى ضد شركة معينه . يعني للبقالات وبس هه,1,يا رجال انواع التصريف غير مكتمل وغير مطابق ولا تستطيع التعدبل بالبلاغ ولا تستطيع رفع شكوى ضد شركه معينه يعني للبقالات وبس هه,يا رجل انواع تصريف غير مكتمل غير مطابق لا استطاع تعدبل بلاغ لا استطاع رفع شكوى شرك معين عنى بقال بس هه,ar,يا رجال أنواع ال+تصريف غير مكتمل و+غير مطابق و+لا تستطيع ال+تعدبل ب+ال+بلاغ و+لا تستطيع رفع شكوى ضد شرك+ه معين+ه يعني ل+ال+بقال+ات و+بس هه
Report Trade Violation,RTV,يا ما يسجل دخول ولا يرسل رسالة تفعيل وش هالإهمال؟,1,يا ما يسجل دخول ولا يرسل رساله تفعيل وش هالاهمال,يا سجل دخول لا ارسل رسال تفعيل وش هالاهمال,ar,يا ما يسجل دخول و+لا يرسل رسال+ه تفعيل وش هالاهمال
Report Trade Violation,RTV,يرجى من هم مسؤولين عن تطوير التطبيق ان يحدثوه في اقرب وقت لانه يوجد كثير من المخالفات وادخل التطبيق اجده لا يعمل,1,يرجى من هم مسؤولين عن تطوير التطبيق ان يحدثوه في اقرب وقت لانه يوجد كثير من المخالفات وادخل التطبيق اجده لا يعمل,رجا مسؤول تطوير تطبيق يحدثوه اقرب وقت لان وجد كثير مخالفه ادخل تطبيق اجد لا عمل,ar,يرجى من هم مسؤول+ين عن تطوير ال+تطبيق ان يحدثوه في أقرب وقت لان+ه يوجد كثير من ال+مخالف+ات و+أدخل ال+تطبيق اجد+ه لا يعمل
Report Trade Violation,RTV,يرفض الدخول إلى التطبيق رغم المحاولات المتكررة,1,يرفض الدخول الى التطبيق رغم المحاولات المتكرره,رفض دخول تطبيق رغم محاوله متكرره,ar,يرفض ال+دخول الى ال+تطبيق رغم ال+محاول+ات ال+متكرره
Report Trade Violation,RTV,يرفض رفع طلب ويظهر رسالة حدث خطأ ما,1,يرفض رفع طلب ويظهر رساله حدث خطا ما,رفض رفع طلب ظهر رسال حدث خط,ar,يرفض رفع طلب و+يظهر رسال+ه حدث خطا ما
Report Trade Violation,RTV,"يستقبل البلاغ على حسب المنشأه 
بعض البلاغات من اسم المنشأه يرفضها او يعلق الطلب بالرغم ان البلاغ موجود من ضمن قائمة المخالفات في التطبيق 
بإختصار يوجد تلاعب في التطبيق",1,يستقبل البلاغ على حسب المنشاه بعض البلاغات من اسم المنشاه يرفضها او يعلق الطلب بالرغم ان البلاغ موجود من ضمن قائمه المخالفات في التطبيق باختصار يوجد تلاعب في التطبيق,استقبل بلاغ منشاه بلاغ اسم منشاه رفض طلب رغم بلاغ موجود قائم مخالفه تطبيق اختصار وجد تلاعب تطبيق,ar,يستقبل ال+بلاغ على حسب ال+منشاه بعض ال+بلاغ+ات من اسم ال+منشاه يرفض+ها أو يعلق ال+طلب ب+ال+رغم ان ال+بلاغ موجود من ضمن قائم+ه ال+مخالف+ات في ال+تطبيق ب+اختصار يوجد تلاعب في ال+تطبيق
Report Trade Violation,RTV,يستمر التطبيق بعدم العمل...,1,يستمر التطبيق بعدم العمل,استمر تطبيق عمل,ar,يستمر ال+تطبيق ب+عدم ال+عمل
Report Trade Violation,RTV,يطلب رفاق صورة وما يفتح معرض الصور,1,يطلب رفاق صوره وما يفتح معرض الصور,طلب رفقه صوره فتح معرض صور,ar,يطلب رفاق صور+ه و+ما يفتح معرض ال+صور
Report Trade Violation,RTV,يطلع حدث خطأ,1,يطلع حدث خطا,اطلع حدث خط,ar,يطلع حدث خطا
Report Trade Violation,RTV,يطلع لي خطأ كل مافتحته حملته اكثر من مره ومايفتح,1,يطلع لي خطا كل مافتحته حملته اكثر من مره ومايفتح,اطلع خط مافتحته حمله اكثر مر ومايفتح,ar,يطلع لي خطا كل مافتحته حمل+ت+ه أكثر من مر+ه ومايفتح
Report Trade Violation,RTV,يظهر خطا حين رفع البلاغ,1,يظهر خطا حين رفع البلاغ,ظهر خط رفع بلاغ,ar,يظهر خطا حين رفع ال+بلاغ
Report Trade Violation,RTV,يعطي رسالة بحدوث خطأ عند ارسال الرمز و لا أستطيع التسجيل.,1,يعطي رساله بحدوث خطا عند ارسال الرمز و لا استطيع التسجيل,اعطى رسال حدوث خط ارسال رمز لا استطيع تسجيل,ar,يعطي رسال+ه ب+حدوث خطا عند إرسال ال+رمز و لا أستطيع ال+تسجيل
Report Trade Violation,RTV,"يعلق بكثرة ، ما يفتح معك اغلب الوقت ، ما تاصلك اي اشعارات بالبلاغات اللي قدمتها
التطبيق ما يقدم اي خدمات جميع البلاغات تقفل بدون حل",1,يعلق بكثره ما يفتح معك اغلب الوقت ما تاصلك اي اشعارات بالبلاغات اللي قدمتها التطبيق ما يقدم اي خدمات جميع البلاغات تقفل بدون حل,كثر فتح اغلب وقت تاصلك اشعار بلاغ قدم تطبيق قدم خدمه جميع بلاغ قفل حل,ar,يعلق ب+كثر+ه ما يفتح مع+ك أغلب ال+وقت ما تاصلك اي اشعار+ات ب+ال+بلاغ+ات اللي قدم+ت+ها ال+تطبيق ما يقدم اي خدم+ات جميع ال+بلاغ+ات تقفل ب+دون حل
Report Trade Violation,RTV,يعني اقوم ابلغ وأعبي كل البيانات وتجي تقولي مو من إختصاصنا؟ طيب شيل الخيارات اللي اختار منها. شي عجيب اقسم بالله.,1,يعني اقوم ابلغ واعبي كل البيانات وتجي تقولي مو من اختصاصنا طيب شيل الخيارات اللي اختار منها شي عجيب اقسم بالله,عنى اقوم ابلغ اعبي بيان تجي مو اختصاص طيب شيل خيار اختار شي عجيب اقسم الله,ar,يعني أقوم أبلغ و+اعبي كل ال+بيان+ات و+تجي تقول+ي مو من اختصاص+نا طيب شيل ال+خيار+ات اللي اختار من+ها شي عجيب أقسم ب+الله
Report Trade Violation,RTV, اعتقدت انه مجرد برنامج دون أي تفاعل لكن فوجئت من اول بلاغ انه تم الاتصال بي بعد إرسال البلاغ مباشرة . و بالنسبة للبلاغ تم فعليا التعامل معه بجديه و تم حل المشكله في نفس اليوم .,5,اعتقدت انه مجرد برنامج دون اي تفاعل لكن فوجئت من اول بلاغ انه تم الاتصال بي بعد ارسال البلاغ مباشره و بالنسبه للبلاغ تم فعليا التعامل معه بجديه و تم حل المشكله في نفس اليوم,اعتقد مجرد برنامج تفاعل فاجا اول بلاغ اتصال ارسال بلاغ مباشر نسب بلاغ فعلي تعامل جدي حل مشكله,ar,اعتقد+ت ان+ه مجرد برنامج دون اي تفاعل لكن فوجئ+ت من أول بلاغ ان+ه تم ال+اتصال بي بعد إرسال ال+بلاغ مباشر+ه و ب+ال+نسبه ل+ال+بلاغ تم فعلي+ا ال+تعامل مع+ه ب+جدي+ه و تم حل ال+مشكله في نفس ال+يوم
Report Trade Violation,RTV,اتمنى اضافه خاصية الاستعلام عن الشكوى بحيث إني إذا قدمت بلاغ يتم أخباري بالعقوبة بحيث إني أكون على علم بما حصل بسبب شكواي ولو أن كل واحد بيعرف وش ليصير من عقوبات وتطبق العقوبات بقوة على المحلات،،راح يخف استهتار التجار أو العمال بالأنظمة لأن أغلب العمالة والله ما في قلبها خوف ونعدكم زي محلات الجوالات باقي نسبة الحاليه اليوميه مرتفعة بل ان الهنود غزو سوق البرمجة وتصليح الشاشات واتمنى توطين محلات الكمبيوتر ومستلزماته,5,اتمنى اضافه خاصيه الاستعلام عن الشكوى بحيث اني اذا قدمت بلاغ يتم اخباري بالعقوبه بحيث اني اكون على علم بما حصل بسبب شكواي ولو ان كل واحد بيعرف وش ليصير من عقوبات وتطبق العقوبات بقوه على المحلاتراح يخف استهتار التجار او العمال بالانظمه لان اغلب العماله والله ما في قلبها خوف ونعدكم زي محلات الجوالات باقي نسبه الحاليه اليوميه مرتفعه بل ان الهنود غزو سوق البرمجه وتصليح الشاشات واتمنى توطين محلات الكمبيوتر ومستلزماته,اتمنى اضاف خاصي استعلام شكوى اذ قدم بلاغ اخباري عقوبه اكون علم حصل سبب شكا عرف وش عقوبه طبق عقوبه قوه محلاتراح اخفى استهتار تاجر عامل انظمه لان اغلب عامل الله قلب خوف عد زي محل جوال باقي نسب حاليه يومي مرتفع هندي غزو سوق برمجه تصليح شاشه تمنى توطين محل كمبيوتر مستلزم,ar,أتمنى اضاف+ه خاصي+ه ال+استعلام عن ال+شكوى ب+حيث ان+ي اذ+ا قدم+ت بلاغ يتم اخباري ب+ال+عقوبه ب+حيث ان+ي أكون على علم ب+ما حصل ب+سبب شكوا+ي و+لو ان كل واحد ب+يعرف وش ل+يصير من عقوب+ات و+تطبق ال+عقوب+ات ب+قوه على ال+محلاتراح يخف استهتار ال+تجار أو ال+عمال ب+ال+انظمه لان أغلب ال+عماله و+الله ما في قلب+ها خوف و+نعد+كم زي محل+ات ال+جوال+ات باقي نسب+ه ال+حاليه اليوم+ي+ه مرتفع+ه بل ان ال+هنود غزو سوق ال+برمجه و+تصليح ال+شاش+ات و+أتمنى توطين محل+ات ال+كمبيوتر و+مستلزم+ات+ه
Report Trade Violation,RTV,اتمنى من القائمين علي البرنامج كل التوفيق برنامج روعه بس اتمنئ لما اقدم بلاغ يرسل على جوالي رقم طلب للمراجعه او يرسل لي اشعار بحالة الطلب,5,اتمنى من القائمين علي البرنامج كل التوفيق برنامج روعه بس اتمنئ لما اقدم بلاغ يرسل على جوالي رقم طلب للمراجعه او يرسل لي اشعار بحاله الطلب,اتمنى قائم علي برنامج توفيق برنامج روع بس اتمنئ اقدم بلاغ ارسل جوالي رقم طلب مراجعه ارسل اشعار حال طلب,ar,أتمنى من ال+قائم+ين علي ال+برنامج كل ال+توفيق برنامج روع+ه بس اتمنئ ل+ما أقدم بلاغ يرسل على جوالي رقم طلب ل+ال+مراجعه أو يرسل لي اشعار ب+حال+ه ال+طلب
Report Trade Violation,RTV,اتمنى يكون فيه تفاااعل مع الشكاوي,5,اتمنى يكون فيه تفااعل مع الشكاوي,اتمنى تفااعل شكوى,ar,أتمنى يكون في+ه تفااعل مع ال+شكاوى
Report Trade Violation,RTV,اذا لم يتوافق بلاغك مع متطلبات الشكوى سيتصلون عليك ويتأسفون لك بذلك,5,اذا لم يتوافق بلاغك مع متطلبات الشكوى سيتصلون عليك ويتاسفون لك بذلك,اذ لم توافق بلاغ متطلب شكوى اتصل ويتاسفون,ar,اذ+ا لم يتوافق بلاغ+ك مع متطلب+ات ال+شكوى س+يتصل+ون علي+ك ويتاسفون ل+ك ب+ذلك
Report Trade Violation,RTV,استجابة سريعة وتعامل راقي من الموظف المسؤل وحفظ للحقوق,5,استجابه سريعه وتعامل راقي من الموظف المسؤل وحفظ للحقوق,استجاب سريع تعامل راقي موظف مسؤل حفظ حق,ar,استجاب+ه سريع+ه و+تعامل راقي من ال+موظف ال+مسؤل و+حفظ ل+ال+حقوق
Report Trade Violation,RTV,اشكركم علي هذا التطبيق لكن اقترح وجود خيار لسحب الشكوي في حال تجاوب المحل قبل البت في الشكوي لأن هذا هو ما حدث معي فعلا وجزاكم الله خيرا,5,اشكركم علي هذا التطبيق لكن اقترح وجود خيار لسحب الشكوي في حال تجاوب المحل قبل البت في الشكوي لان هذا هو ما حدث معي فعلا وجزاكم الله خيرا,شكر علي تطبيق اقترح وجود خيار سحب شكوي حال تجاوب محل بت شكوي لان حدث فعل جزى الله خير,ar,أشكر+كم علي هذا ال+تطبيق لكن اقترح وجود خيار ل+سحب ال+شكوي في حال تجاوب ال+محل قبل ال+بت في ال+شكوي لان هذا هو ما حدث مع+ي فعل+ا و+جزا+كم الله خير+ا
Report Trade Violation,RTV,افضل واكثر تطبيق مفيد الاستجابة رائعة وبأقل من 24 ساعة كانت الشكوى منفذة اتمنى الكل يستفيد الاستفادة القصوى من هالخدمة الرائعة من وزارة التجارة لوقف الغش بكل انواعه لا تسكتو عن الخطأ والغش مهما كان صغير لانه بالفعل في مجهود جبار من الوزارة بمتابعة جميع الطلبات,5,افضل واكثر تطبيق مفيد الاستجابه رائعه وباقل من  ساعه كانت الشكوى منفذه اتمنى الكل يستفيد الاستفاده القصوى من هالخدمه الرائعه من وزاره التجاره لوقف الغش بكل انواعه لا تسكتو عن الخطا والغش مهما كان صغير لانه بالفعل في مجهود جبار من الوزاره بمتابعه جميع الطلبات,افضل اكثر تطبيق مفيد استجابه رائع اقل  ساعي شكوى منفذ اتمنى استفاد استفاده اقصى هالخدمه رائعه زار تاجر غش نوع لا تسكتو خط غش صغير لان فعل مجهود جبار وزاره متابع جميع طلب,ar,أفضل و+أكثر تطبيق مفيد ال+استجابه رائع+ه و+ب+اقل من ساع+ه كان+ت ال+شكوى منفذ+ه أتمنى ال+كل يستفيد ال+استفاده ال+قصوى من هالخدمه ال+رائعه من و+زار+ه ال+تجاره ل+وقف ال+غش ب+كل أنواع+ه لا تسكتو عن ال+خطا و+ال+غش مهما كان صغير لان+ه ب+ال+فعل في مجهود جبار من ال+وزاره ب+متابع+ه جميع ال+طلب+ات
Report Trade Violation,RTV,افضل وزاره فالمملكة العربية السعودية وبرنامج مدروس بالشكل الصحيح اللي يسهل عالمستخدم تقديم البلاغات,5,افضل وزاره فالمملكه العربيه السعوديه وبرنامج مدروس بالشكل الصحيح اللي يسهل عالمستخدم تقديم البلاغات,افضل زار مملكه عربيه السعوديه برنامج مدروس شكل صحيح سهل عالمستخدم تقديم بلاغ,ar,أفضل و+زار+ه ف+ال+مملكه ال+عربيه السعوديه و+برنامج مدروس ب+ال+شكل ال+صحيح اللي يسهل عالمستخدم تقديم ال+بلاغ+ات
Report Trade Violation,RTV,الافضل بين الدوائر الحكومية .. لكن نحتاج الى تطور في تحديد موقع المخالفة ..وفقكم الله,5,الافضل بين الدوائر الحكوميه لكن نحتاج الى تطور في تحديد موقع المخالفه وفقكم الله,افضل دائره حكوميه احتاج تطور تحديد موقع مخالف وفق الله,ar,ال+أفضل بين ال+دوائر ال+حكوميه لكن نحتاج الى تطور في تحديد موقع ال+مخالفه وفق+كم الله
Report Trade Violation,RTV,الأجمل التفاعل السريع من قبل الوزارة مع البلاغات المقدمة عن طريق التطبيق.,5,الاجمل التفاعل السريع من قبل الوزاره مع البلاغات المقدمه عن طريق التطبيق,اجمل تفاعل سريع وزاره بلاغ مقدم طريق تطبيق,ar,ال+اجمل ال+تفاعل ال+سريع من قبل ال+وزاره مع ال+بلاغ+ات ال+مقدمه عن طريق ال+تطبيق
Report Trade Violation,RTV,البرنامج رائع و لكن النجاح الحقيقي هو التجاوب و الحل السريع لبلاغ المواطن  ,5,البرنامج رائع و لكن النجاح الحقيقي هو التجاوب و الحل السريع لبلاغ المواطن,برنامج رائع نجاح حقيقي تجاوب حل سريع بلاغ مواطن,ar,ال+برنامج رائع و لكن ال+نجاح ال+حقيقي هو ال+تجاوب و ال+حل ال+سريع ل+بلاغ ال+مواطن
Report Trade Violation,RTV,البرنامج رائع، انا شخصيا اضطريت استخدمو يوم الجمعه وماتوقعت الرد بالاتصال من جهتهم كان خلال دقيقة فقط من ارسالي للبلاغ واتأكدو من البيانات. وتم ارسال رسالة برقم البلاغ وباسوورد. لكن نريد ان نعرف ماللذي يحصل بعد البلاغ (للعميل المبلغ والجهه المبلغ عنها)؟,5,البرنامج رائع انا شخصيا اضطريت استخدمو يوم الجمعه وماتوقعت الرد بالاتصال من جهتهم كان خلال دقيقه فقط من ارسالي للبلاغ واتاكدو من البيانات وتم ارسال رساله برقم البلاغ وباسوورد لكن نريد ان نعرف ماللذي يحصل بعد البلاغ للعميل المبلغ والجهه المبلغ عنها,برنامج رائع شخصي اضطريت استخدمو جمع وماتوقعت رد اتصال جهه دقيق فقط ارسالي بلاغ واتاكدو بيان ارسال رسال رقم بلاغ وباسوورد اراد عرف ماللذي حصل بلاغ عميل مبلغ جهه مبلغ,ar,ال+برنامج رائع أنا شخصي+ا اضطريت استخدمو يوم ال+جمعه وماتوقعت ال+رد ب+ال+اتصال من جه+ت+هم كان خلال دقيق+ه فقط من ارسالي ل+ال+بلاغ واتاكدو من ال+بيان+ات و+تم إرسال رسال+ه ب+رقم ال+بلاغ وباسوورد لكن نريد ان نعرف ماللذي يحصل بعد ال+بلاغ ل+ال+عميل ال+مبلغ و+ال+جهه ال+مبلغ عن+ها
Report Trade Violation,RTV,البرنامج شغال بدون اي مشاكل ويعطيكم العافيه ع مجهودكم وتشكرون عليه ...,5,البرنامج شغال بدون اي مشاكل ويعطيكم العافيه ع مجهودكم وتشكرون عليه,برنامج شغال مشكله اعطى عافيه مجهود شكر,ar,ال+برنامج شغال ب+دون اي مشاكل و+يعطي+كم ال+عافيه ع مجهود+كم و+تشكر+ون علي+ه
Report Trade Violation,RTV,البرنامج شغال بشكل ممتاز، جوالي جالكسي اس 3،أتمنى أن تكون فكرة هذا البرنامج بداية خير للحد من الغش التجاري والتلاعب بالمستهلكين، وأن يجد كل من سولت نفسه لذلك العقاب الرادع، شكراً,5,البرنامج شغال بشكل ممتاز جوالي جالكسي اس اتمنى ان تكون فكره هذا البرنامج بدايه خير للحد من الغش التجاري والتلاعب بالمستهلكين وان يجد كل من سولت نفسه لذلك العقاب الرادع شكرا,برنامج شغال شكل ممتاز جوالي جالكسي اس اتمنى فكر برنامج داي خير حد غش تجاري تلاعب مستهلك وجد سول عقاب رادع شكر,ar,ال+برنامج شغال ب+شكل ممتاز جوالي جالكسي اس أتمنى ان تكون فكر+ه هذا ال+برنامج ب+داي+ه خير ل+ال+حد من ال+غش ال+تجاري و+ال+تلاعب ب+ال+مستهلك+ين وان يجد كل من سولت نفس+ه ل+ذلك ال+عقاب ال+رادع شكر+ا
Report Trade Violation,RTV,البرنامج يعطي إغلاق قسري ويخرج من البرنامج.,5,البرنامج يعطي اغلاق قسري ويخرج من البرنامج,برنامج اعطى اغلاق قسري خرج برنامج,ar,ال+برنامج يعطي إغلاق قسري و+يخرج من ال+برنامج
Report Trade Violation,RTV,البرنامج يعمل على النوت زي الحلاوه,5,البرنامج يعمل على النوت زي الحلاوه,برنامج عمل نوى زي حلاوه,ar,ال+برنامج يعمل على ال+نوت زي ال+حلاوه
Report Trade Violation,RTV,التجاوب سريع و يوجد إهتمام بالبلاغ,5,التجاوب سريع و يوجد اهتمام بالبلاغ,تجاوب سريع وجد اهتمام بلاغ,ar,ال+تجاوب سريع و يوجد اهتمام ب+ال+بلاغ
Report Trade Violation,RTV,التسجيل... كل ما اسجل فيه.... تطلع كلمة ادخل الرقم بالطريقة الصحيحة؟ ارجو حل المشكله,5,التسجيل كل ما اسجل فيه تطلع كلمه ادخل الرقم بالطريقه الصحيحه ارجو حل المشكله,تسجيل اسجل طلع ادخل رقم طريق صحيح ارجو حل مشكله,ar,ال+تسجيل كل ما أسجل في+ه تطلع ك+لم+ه أدخل ال+رقم ب+ال+طريقه ال+صحيحه أرجو حل ال+مشكله
Report Trade Violation,RTV,التطبيق اكثر من رائع وتفاعل وخدمه سريعه واحترافيه مع المستهلك,5,التطبيق اكثر من رائع وتفاعل وخدمه سريعه واحترافيه مع المستهلك,تطبيق اكثر رائع تفاعل خدم سريع احترافي مستهلك,ar,ال+تطبيق أكثر من رائع و+تفاعل و+خدم+ه سريع+ه و+احترافي+ه مع ال+مستهلك
Report Trade Violation,RTV,التطبيق رائع جداً وسهل استخدامه .,5,التطبيق رائع جدا وسهل استخدامه,تطبيق رائع جد سهل استخدام,ar,ال+تطبيق رائع جد+ا و+سهل استخدام+ه
Report Trade Violation,RTV,"التطبيق سهل وبسيط وكل شي واضح امامك وسهل جداً بتسجيل الدخول، مقسم لاقسام المخالفات تجدها بسهوله ولا يوجد تعليق او يخرجك اجباري مثل التعليقات ، اتمنى انصافه بالتعليقات والتقييم نحتاج هالتطبيق ولا غنى عنه ، مشكورين لجهودكم، 
",5,التطبيق سهل وبسيط وكل شي واضح امامك وسهل جدا بتسجيل الدخول مقسم لاقسام المخالفات تجدها بسهوله ولا يوجد تعليق او يخرجك اجباري مثل التعليقات اتمنى انصافه بالتعليقات والتقييم نحتاج هالتطبيق ولا غنى عنه مشكورين لجهودكم,تطبيق سهل بسيط شي واضح سهل جد تسجيل دخول مقسم اقسام مخالفه وجد سهل لا وجد تعليق يخرجك اجباري تعليق اتمنى انصاف تعليق تقييم احتاج هالتطبيق لا غنى مشكور جهد,ar,ال+تطبيق سهل و+بسيط و+كل شي واضح امام+ك و+سهل جد+ا ب+تسجيل ال+دخول مقسم ل+اقسام ال+مخالف+ات تجد+ها ب+سهول+ه و+لا يوجد تعليق أو يخرجك اجباري مثل ال+تعليق+ات أتمنى انصاف+ه ب+ال+تعليق+ات و+ال+تقييم نحتاج هالتطبيق و+لا غنى عن+ه مشكور+ين ل+جهود+كم
Report Trade Violation,RTV,التطبيق لا يعمل . ارجو منكم اصلاحه,5,التطبيق لا يعمل ارجو منكم اصلاحه,تطبيق لا عمل ارجو اصلاح,ar,ال+تطبيق لا يعمل أرجو من+كم إصلاح+ه
Report Trade Violation,RTV,"التطبيق لا يعمل ع نظام ابل ياليت يتم تحديث النظام
كنت جربت التطبيق باالاندرويد كان جميل",5,التطبيق لا يعمل ع نظام ابل ياليت يتم تحديث النظام كنت جربت التطبيق باالاندرويد كان جميل,تطبيق لا عمل نظام ابل ياليت تحديث نظام جرب تطبيق باالاندرويد جميل,ar,ال+تطبيق لا يعمل ع نظام إبل ياليت يتم تحديث ال+نظام كن+ت جرب+ت ال+تطبيق باالاندرويد كان جميل
Report Trade Violation,RTV,التطبيق لا يعمل مع وضع توفير الطاقة التطبيق جداً ممتاز,5,التطبيق لا يعمل مع وضع توفير الطاقه التطبيق جدا ممتاز,تطبيق لا عمل وضع توفير طاقه تطبيق جد ممتاز,ar,ال+تطبيق لا يعمل مع وضع توفير ال+طاقه ال+تطبيق جد+ا ممتاز
Report Trade Violation,RTV,التطبيق ما يفتح بالا يفون نظام 14.4.2,5,التطبيق ما يفتح بالا يفون نظام ,تطبيق فتح بال يفون نظام ,ar,ال+تطبيق ما يفتح ب+أنلا يفون نظام
Report Trade Violation,RTV,التطبيق مفيد جداً و عملي و سريعين في مباشرة البلاغات التجارية,5,التطبيق مفيد جدا و عملي و سريعين في مباشره البلاغات التجاريه,تطبيق مفيد جد عمل سريع مباشر بلاغ تجاريه,ar,ال+تطبيق مفيد جد+ا و عملي و سريع+ين في مباشر+ه ال+بلاغ+ات ال+تجاريه
Report Trade Violation,RTV,التطبيق ممتاز جدًا وسهل بالاستخدام والتعاون على اكمل وجه من المراقبين,5,التطبيق ممتاز جدا وسهل بالاستخدام والتعاون على اكمل وجه من المراقبين,تطبيق ممتاز جد سهل استخدام تعاون اكمل وجه مراقب,ar,ال+تطبيق ممتاز جد+ا و+سهل ب+ال+استخدام و+ال+تعاون على أكمل وجه من ال+مراقب+ين
Report Trade Violation,RTV,التطبيق ممتاز لنساعد الجهات المختصة لضبط المتلاعبين,5,التطبيق ممتاز لنساعد الجهات المختصه لضبط المتلاعبين,تطبيق ممتاز ساعد جهه مختصه ضبط متلاعب,ar,ال+تطبيق ممتاز ل+نساعد ال+جه+ات ال+مختصه ل+ضبط ال+متلاعب+ين
Report Trade Violation,RTV,التطبيق ممتاز وسرعه استجابه الوزاره رائعة جدا,5,التطبيق ممتاز وسرعه استجابه الوزاره رائعه جدا,تطبيق ممتاز سرع استجاب وزاره رائع جد,ar,ال+تطبيق ممتاز و+سرع+ه استجاب+ه ال+وزاره رائع+ه جد+ا
Report Trade Violation,RTV,التطبيق يعمل بشكل ممتاز و البلاغات يتم التعامل معها بسرعة و بما يرضي الزبون,5,التطبيق يعمل بشكل ممتاز و البلاغات يتم التعامل معها بسرعه و بما يرضي الزبون,تطبيق عمل شكل ممتاز بلاغ تعامل سرع ارضى زبون,ar,ال+تطبيق يعمل ب+شكل ممتاز و ال+بلاغ+ات يتم ال+تعامل مع+ها ب+سرع+ه و ب+ما يرضي ال+زبون
Report Trade Violation,RTV,التطبيق يعمل فالاندرويد ، ولا يعمل فالا يفون,5,التطبيق يعمل فالاندرويد ولا يعمل فالا يفون,تطبيق عمل اندرويد لا عمل فال يفون,ar,ال+تطبيق يعمل ف+ال+اندرويد و+لا يعمل فال+ا يفون
Report Trade Violation,RTV,الحمدلله على نعمة السعوديه دقمت خشوم الغشاشين والنصابين اي شي يشكل عليك من متاجر وغيرها ماعليك سوا تقديم بلاغ بالابلكيشن ويجيك حقك بارده مبرده 👏👏👏😝,5,الحمدلله على نعمه السعوديه دقمت خشوم الغشاشين والنصابين اي شي يشكل عليك من متاجر وغيرها ماعليك سوا تقديم بلاغ بالابلكيشن ويجيك حقك بارده مبرده,حمدلله نعمه السعوديه دقم خشوم غشاش نصاب شي شكل متجر غير ماعليك سوا تقديم بلاغ ابلكيشن يجيك حق بارد مبرد,ar,ال+حمدلله على نعم+ه السعوديه دقم+ت خشوم ال+غشاش+ين و+ال+نصاب+ين اي شي يشكل علي+ك من متاجر و+غير+ها ماعليك سوا تقديم بلاغ ب+ال+ابلكيشن و+يجيك حق+ك بارد+ه مبرد+ه
Report Trade Violation,RTV,الدكتور رائع جدا رحيم متزن في كلامه لا يوجد تناقض وسيع صدر جدا 35 دقيقة ولو احتجنا الساعة كاملة لم يعترض. هناك نصائح كنا نفكر لها ولكن اضاف لنا جميل نصائح. مثل الوالد مع أبناءه,5,الدكتور رائع جدا رحيم متزن في كلامه لا يوجد تناقض وسيع صدر جدا  دقيقه ولو احتجنا الساعه كامله لم يعترض هناك نصائح كنا نفكر لها ولكن اضاف لنا جميل نصائح مثل الوالد مع ابناءه,دكتور رائع جد رحيم متزن كلام لا وجد تناقض وسيع صدر جد  دقيق احتاج ساعه كامل لم اعترض نصيحه فكر اضاف جميل نصيحه والد ابناء,ar,ال+دكتور رائع جد+ا رحيم متزن في كلام+ه لا يوجد تناقض وسيع صدر جد+ا دقيق+ه و+لو احتج+نا ال+ساعه كامل+ه لم يعترض هناك نصائح كن+نا نفكر ل+ها و+لكن أضاف ل+نا جميل نصائح مثل ال+والد مع ابناء+ه
Report Trade Violation,RTV,الرجاء من الجميع عدم التردد في الإبلاغ عن أي مخالفة، فهذه جزء من مسؤلية المواطن! ,5,الرجاء من الجميع عدم التردد في الابلاغ عن اي مخالفه فهذه جزء من مسؤليه المواطن,رجاء جميع تردد ابلاغ مخالف جزء مسؤلي مواطن,ar,ال+رجاء من ال+جميع عدم ال+تردد في ال+ابلاغ عن اي مخالف+ه ف+هذه جزء من مسؤلي+ه ال+مواطن
